JobTitle,CompanyName,Location,Date,Link,Type,Skills,Experience
Oracle Database Administrator (DBA),Ultimate Solutions Egypt,"6th of October, Giza, Egypt",7 days ago,https://wuzzuf.net/jobs/p/zjIBVeGAmcGh-Oracle-Database-Administrator-DBA-Ultimate-Solutions-Egypt-Giza-Egypt?o=70&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Installation/Maintenance/Repair  IT/Software Development  Engineering - Telecom/Technology  DBA  Oracle  SQL  PLSQL  Data Modeling  Relational Concepts  Data Warehouse, 3+ Yrs of Exp 
HSE Systems Controller,Sukari Gold Mines,"Qusayr, Red Sea, Egypt",7 days ago,https://wuzzuf.net/jobs/p/dLFkYm0b3RS4-HSE-Systems-Controller-Sukari-Gold-Mines-Red-Sea-Egypt?o=71&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Operations/Management  Quality  Analyst/Research  HSE  HSE Management System  Quality Control  Quality Assurance  Data  HSE Management  Data Verification, 2 - 3 Yrs of Exp 
System Admin,ByndCo,"Cairo, Egypt",4 hours ago,https://wuzzuf.net/jobs/p/SaJSNxVSZod6-System-Admin-ByndCo-Cairo-Egypt?o=72&l=sp&t=sj&a=data |search-v3|navbg,Full TimeWork From Home, IT/Software Development  English  Communication  Computer Science  Information Technology (IT)  System Administration  Technical Support  Data Entry, 1 - 3 Yrs of Exp 
Hotels Content Entry Specialist,AL-Matar,"Maadi, Cairo, Egypt",5 hours ago,https://wuzzuf.net/jobs/p/DXdpkm92rijd-Hotels-Content-Entry-Specialist-AL-Matar-Cairo-Egypt?o=73&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Administration  Writing/Editorial  Tourism/Travel  Administration  Data Entry  MS Office  Travel  Writing  Microsoft Office  English, 1 - 2 Yrs of Exp 
Senior Data Engineer,Confidential,"Smart Village, Giza, Egypt",2 months ago,https://wuzzuf.net/jobs/p/ajRhVm2LANmK-Senior-Data-Engineer-Giza-Egypt?o=74&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Engineering - Telecom/Technology  Computer Science  Data Engineer  Data  engineer  Information Technology (IT)  Engineering  Software Development, 5+ Yrs of Exp 
Sustainability intern,Olam SVI,"Giza, Egypt",2 days ago,https://wuzzuf.net/internship/xPYvHaXdkHtY-Sustainability-intern-Olam-SVI-Giza-Egypt?o=75&l=sp&t=sj&a=data |search-v3|navbg,Internship, R&D/Science  Operations/Management  Quality  Sustainability  Quality Management  Data Analysis  Documents Control, females_preferred 
Head of Data team,Edentech,"Dokki, Giza, Egypt",2 months ago,https://wuzzuf.net/jobs/p/JSUGAuHUWrXp-Head-of-Data-team-Edentech-Giza-Egypt?o=76&l=sp&t=sj&a=data |search-v3|navbg,Full Time, R&D/Science  IT/Software Development  Engineering - Telecom/Technology  apache Nifi  MongoDB  Computer Science  Data Analysis  Data Modeling  Python  Management, 8+ Yrs of Exp 
BI Developer (On-Site),Union Coop,"Dokki, Giza, Egypt",13 days ago,https://wuzzuf.net/jobs/p/ErMRZ3xYZOh4-BI-Developer-On-Site-Union-Coop-Giza-Egypt?o=77&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Analyst/Research  BI  Computer Science  Power BI  SSIS  SSRS  SSAS  Data Warehouse  Information Technology (IT), 3+ Yrs of Exp 
Social Researcher,Confidential,"New Cairo, Cairo, Egypt",6 days ago,https://wuzzuf.net/jobs/p/HTUHLkP0buqG-Social-Researcher-Cairo-Egypt?o=78&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Data Analysis  Analysis  Management  Research  social  Writing, Analyst/Research 
Mobile Application Developer,MegaSoft,"Heliopolis, Cairo, Egypt",7 days ago,https://wuzzuf.net/jobs/p/VZzlvypScaAi-Mobile-Application-Developer-MegaSoft-Cairo-Egypt?o=79&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Engineering - Telecom/Technology  Information Technology (IT)  Computer Science  Software Development  Software Engineering  java  English  Software  Design, 4+ Yrs of Exp 
Software Business Analyst,WSC,"Dokki, Giza, Egypt",14 days ago,https://wuzzuf.net/jobs/p/Pz0tJPirYOPj-Software-Business-Analyst-WSC-Giza-Egypt?o=80&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Analyst/Research  Engineering - Telecom/Technology  Information Technology (IT)  Computer Science  Data  Software  Communication skills  IT, 3 - 6 Yrs of Exp 
Senior SIT and Testing engineer,Masria Digital Payment (MDP),"New Cairo, Cairo, Egypt",9 days ago,https://wuzzuf.net/jobs/p/QrnwaxvDC8rC-Senior-SIT-and-Testing-engineer-Masria-Digital-Payment-MDP-Cairo-Egypt?o=81&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Banking  IT/Software Development  Computer Science  Debugging  Information Technology (IT)  Data  ISO  Linux  Oracle  Oracle SQL, 3 - 5 Yrs of Exp 
Senior Payment systems Implementation Engineer,Masria Digital Payment (MDP),"New Cairo, Cairo, Egypt",9 days ago,https://wuzzuf.net/jobs/p/LIsuAHTduSCf-Senior-Payment-systems-Implementation-Engineer-Masria-Digital-Payment-MDP-Cairo-Egypt?o=82&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Banking  Installation/Maintenance/Repair  Engineering - Telecom/Technology  Computer Science  ATM  Data  Debugging  Engineering  HSM  Information Technology (IT), 3 - 5 Yrs of Exp 
Market Research Analyst,Gap Polymers,"Maadi, Cairo, Egypt",15 days ago,https://wuzzuf.net/jobs/p/ew3kc07B9QRm-Market-Research-Analyst-Gap-Polymers-Cairo-Egypt?o=83&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Marketing/PR/Advertising  Analyst/Research  E-Marketing  Data Collection  Market Research  Marketing  Research  Statistics  Economics  online survey, 1 - 3 Yrs of Exp 
Receptionist & Facility Coordinator,CBRE GWS,"New Cairo, Cairo, Egypt",10 days ago,https://wuzzuf.net/jobs/p/PwaxCPLX03kC-Receptionist-Facility-Coordinator-CBRE-GWS-Cairo-Egypt?o=84&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Administration  Customer Service/Support  Reception  Office management  Data Entry  Administration, 0 - 2 Yrs of Exp 
Sales Rep./SPVR./MGR.,Confidential,"khanka, Qalubia, Egypt",15 days ago,https://wuzzuf.net/jobs/p/Lj5uoUqlvSn2-Sales-RepSPVRMGR-Qalubia-Egypt?o=85&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Medical/Healthcare  Sales/Retail  Pharmaceutical  Medical  Medical Sales  Sales Skills  Sales Target  Medicine  Health Care  Pharmacy, 3 - 12 Yrs of Exp 
Senior Data Management Engineer,BBI-Consultancy,"Nasr City, Cairo, Egypt",2 months ago,https://wuzzuf.net/jobs/p/XjXLoDFAcP7h-Senior-Data-Management-Engineer-BBI-Consultancy-Cairo-Egypt?o=86&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Engineering - Telecom/Technology  Informatica  ODI  SSIS  Data Integration  ETL  Data Management  Information Technology (IT)  Communication skills, 3 - 6 Yrs of Exp 
Data Entry and Check,High Technology,"Azbakia, Cairo, Egypt",2 months ago,https://wuzzuf.net/jobs/p/oSYbgnkNBtTm-Data-Entry-and-Check-High-Technology-Cairo-Egypt?o=87&l=sp&t=sj&a=data |search-v3|navbg,Full Time, males_only  Administration  Writing/Editorial  MS Office  computer  English  Microsoft Word  Microsoft Excel  Administration  Data Entry  Typing, 0 - 2 Yrs of Exp 
Financial Analyst - Innoventures,Cultiv,"Heliopolis, Cairo, Egypt",16 days ago,https://wuzzuf.net/jobs/p/Y8KjoFtYCjXi-Financial-Analyst---Innoventures-Cultiv-Cairo-Egypt?o=88&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Analyst/Research  Financial Analysis  Finance  Accounting  Analysis  Financial  Economics  Excel  Computer Skills, 2 - 5 Yrs of Exp 
Customer Support Advisor,https://www.amisolegypt.com/,"Sheraton, Cairo, Egypt",16 days ago,https://wuzzuf.net/jobs/p/CMHPNgSgaBQx-Customer-Support-Advisor-httpswww-amisolegypt-com-Cairo-Egypt?o=89&l=sp&t=sj&a=data |search-v3|navbg,Full TimePart TimeWork From Home, Tourism/Travel  Customer Service  Data Entry  german  English  computer, 1 - 1 Yrs of Exp 
Senior Sales Admin,R2S Logistics,"Cairo, Egypt",17 days ago,https://wuzzuf.net/jobs/p/cXjidAxyKO4r-Senior-Sales-Admin-R2S-Logistics-Cairo-Egypt?o=90&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Administration  Customer Service/Support  Sales/Retail  CRM  Customer Service  Financial Data Analysis  Analysis  Business Analysis  Sales  Logistics, 3 - 5 Yrs of Exp 
Senior Sales Account Manager (IT Infrastructure),Confidential,"Nasr City, Cairo, Egypt",14 days ago,https://wuzzuf.net/jobs/p/TTS23DybKMHv-Senior-Sales-Account-Manager-IT-Infrastructure-Cairo-Egypt?o=91&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Sales/Retail  Engineering - Telecom/Technology  Data Centers  Servers  IT Sales  Sales Skills  IT Infrastructure Sales  Sales Target  Computer Science, 4+ Yrs of Exp 
Administrative Assistant,Confidential,"Cairo, Egypt",14 days ago,https://wuzzuf.net/jobs/p/dkCEYshc2nTY-Administrative-Assistant-Cairo-Egypt?o=92&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Administration  Administration  Engineering  Data Entry, 5 - 7 Yrs of Exp 
Receptionist - Radiology Center,DAR ELTEB RADIOLOGY CENTER,"Dokki, Giza, Egypt",9 days ago,https://wuzzuf.net/jobs/p/wf3d8QVfOoSb-Receptionist---Radiology-Center-DAR-ELTEB-RADIOLOGY-CENTER-Giza-Egypt?o=93&l=sp&t=sj&a=data |search-v3|navbg,Full TimePart Time, Administration  Admin  Administration  Data Entry  Reception, 1 - 2 Yrs of Exp 
Collector - Finance,Johnson Controls,"Nasr City, Cairo, Egypt",10 days ago,https://wuzzuf.net/jobs/p/MCdcmvVjL9aF-Collector---Finance-Johnson-Controls-Cairo-Egypt?o=94&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Accounting  Collection  Data Collection  Finance, 2 - 3 Yrs of Exp 
Associate PMO -German Speaker,Expleo,"Maadi, Cairo, Egypt",10 days ago,https://wuzzuf.net/jobs/p/Y2lvW1CfYQaD-Associate-PMO--German-Speaker-Expleo-Cairo-Egypt?o=95&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Operations/Management  Project/Program Management  Customer Service  Project Management Association  Database  Data Entry  SAP  PMO  English  german, 1 - 3 Yrs of Exp 
Electric Engineer,GEMS Education,"New Cairo, Cairo, Egypt",15 days ago,https://wuzzuf.net/jobs/p/KCsElVUDBw5K-Electric-Engineer-GEMS-Education-Cairo-Egypt?o=96&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Engineering - Mechanical/Electrical  AutoCAD  secuirty systems and integration  BMS  Fire Alarm Systems  public address system  lighting control  audio/video control system  IPTV  Data System, 5 - 6 Yrs of Exp 
Business analyst,Dawi Clinics,"Maadi, Cairo, Egypt",15 days ago,https://wuzzuf.net/jobs/p/WVkPdFh7G2Wk-Business-analyst-Dawi-Clinics-Cairo-Egypt?o=97&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Analyst/Research  Analysis  Business Analysis  Data  Information Technology (IT)  Information technology  Power BI  BI  Technical Writing, 2 - 3 Yrs of Exp 
Contracting Officer,Dusk Travel,"Dokki, Giza, Egypt",20 days ago,https://wuzzuf.net/jobs/p/ywLz52kXNfAU-Contracting-Officer-Dusk-Travel-Giza-Egypt?o=98&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Tourism/Travel  Data Entry  Tourism  Microsoft Office  Booking  English, 3 - 5 Yrs of Exp 
Bank Accountant,El Abd Group,"Dokki, Giza, Egypt",17 days ago,https://wuzzuf.net/jobs/p/Aa9YNRKFiA7O-Bank-Accountant-El-Abd-Group-Giza-Egypt?o=99&l=sp&t=sj&a=data |search-v3|navbg,Full Time, males_only  Accounting/Finance  Logistics/Supply Chain  Purchasing/Procurement  Accounting  Finance  Accounts Payable  Payable  Accounting Software  Data Entry  Accounts, 3 - 5 Yrs of Exp 
Senior Sales Analyst (Power BI),Alarabia Group,"10th of Ramadan City, Cairo, Egypt",21 days ago,https://wuzzuf.net/jobs/p/lXp66GraUBCK-Senior-Sales-Analyst-Power-BI-Alarabia-Group-Cairo-Egypt?o=100&l=sp&t=sj&a=data |search-v3|navbg,Full Time, males_only  IT/Software Development  Analyst/Research  Sales/Retail  Computer Science  Customer Service  Design  Development  Experience  Management  Sales, 2 - 5 Yrs of Exp 
Junior Data protection (system engineer),Confidential,"New Cairo, Cairo, Egypt",2 months ago,https://wuzzuf.net/jobs/p/HgQExR50mmIp-Junior-Data-protection-system-engineer-Cairo-Egypt?o=101&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Engineering - Telecom/Technology  DATA PROTECTION  Computer Science, 2 - 4 Yrs of Exp 
Presales Engineer,Confidential,"Nasr City, Cairo, Egypt",14 days ago,https://wuzzuf.net/jobs/p/3LlK1ujdJWEv-Presales-Engineer-Cairo-Egypt?o=102&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Sales/Retail  Engineering - Telecom/Technology  Business Administration  Information Technology (IT)  Computer Engineering  Sales  Sales Skills  Sales Target  IBM, 4+ Yrs of Exp 
Risk Management Officer,Almosafer,"Mohandessin, Giza, Egypt",22 days ago,https://wuzzuf.net/jobs/p/MeMY6tFjSNar-Risk-Management-Officer-Almosafer-Giza-Egypt?o=103&l=sp&t=sj&a=data |search-v3|navbg,Full Time, males_preferred  Accounting/Finance  Banking  Analyst/Research  Banking  Call Center  Finance  Microsoft Office  Risk Management  Accounting  Data Analysis, 1 - 3 Yrs of Exp 
Senior BI Developer,FlairsTech,"Maadi, Cairo, Egypt",23 days ago,https://wuzzuf.net/jobs/p/TVvDIpikLcvd-Senior-BI-Developer-FlairsTech-Cairo-Egypt?o=104&l=sp&t=sj&a=data |search-v3|navbg,Full TimeWork From Home, IT/Software Development  Engineering - Telecom/Technology  BI  Software Development  Analysis  Data Analysis  Software Engineering  Computer Science  English  Tableau, 4 - 6 Yrs of Exp 
Front End Developer (Vue.js),Dafa,"Haram, Giza, Egypt",16 days ago,https://wuzzuf.net/jobs/p/FN9FICbpNi6w-Front-End-Developer-Vuejs-Dafa-Giza-Egypt?o=105&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Engineering - Telecom/Technology  Computer Science  front-end  Information Technology (IT)  JavaScript  Programming  SEO  Software Development  Web Development, 2 - 6 Yrs of Exp 
Server Administrator,Arabia for Information Technology,"Cairo, Egypt",23 days ago,https://wuzzuf.net/jobs/p/PeRVxb2uJodk-Server-Administrator-Arabia-for-Information-Technology-Cairo-Egypt?o=106&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Linux  Windows Server  Server Administration  Data Center Management  Ubuntu  RHEL  CentOS, 3+ Yrs of Exp 
Search Engine Optimization Specialist,Dusk Travel,"Dokki, Giza, Egypt",21 days ago,https://wuzzuf.net/jobs/p/mT6VcqeB2pNP-Search-Engine-Optimization-Specialist-Dusk-Travel-Giza-Egypt?o=107&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Tourism/Travel  SEMrush  Google Analytics  Digital Marketing  SEO  Data Mining, 3 - 5 Yrs of Exp 
Cost Control Section Head,Confidential,"6th of October, Giza, Egypt",20 days ago,https://wuzzuf.net/jobs/p/H3NbTqpmXUK9-Cost-Control-Section-Head-Giza-Egypt?o=108&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Cost Control  Pricing  Financial Data Analysis, 8 - 12 Yrs of Exp 
Managerial Accountant,Andalusia Group,"Maadi, Cairo, Egypt",22 days ago,https://wuzzuf.net/jobs/p/ffSFx2eeEdp6-Managerial-Accountant-Andalusia-Group-Cairo-Egypt?o=109&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Medical/Healthcare  managerial accountant  Accounting  Financial Accounting  Account Management  Accounts Payable  Payable Accounting  Treasury Accounting  Accounts Receivable, 1+ Yrs of Exp 
Business Intelligence Developer,Egabi FSI,"Sheraton, Cairo, Egypt",22 days ago,https://wuzzuf.net/jobs/p/IWwBp7hd27c4-Business-Intelligence-Developer-Egabi-FSI-Cairo-Egypt?o=110&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Banking  IT/Software Development  Computer Science  ETL  Reporting  OFSAA  Oracle Data Integrator (ODI)  Business Intelligence  computer  Banking Sector, 2 - 5 Yrs of Exp 
System Analyst ( software house Company ),Houya Arrow,"Heliopolis, Cairo, Egypt",25 days ago,https://wuzzuf.net/jobs/p/zYx7Ufz7FkA8-System-Analyst-software-house-Company-Houya-Arrow-Cairo-Egypt?o=111&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Analyst/Research  Engineering - Telecom/Technology  Agile  Scrum  quality  System Analysis  Business Analysis  Computer Science  Software, 3 - 10 Yrs of Exp 
Social Media Marketing Manager,English Zone,"Dokki, Giza, Egypt",25 days ago,https://wuzzuf.net/jobs/p/SKDxdk7aBmsQ-Social-Media-Marketing-Manager-English-Zone-Giza-Egypt?o=112&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Marketing/PR/Advertising  Project/Program Management  Media/Journalism/Publishing  Social Media  Advertising Media  Content Writing  SEO  Online Ads  Google Ads  data analyst, 3 - 7 Yrs of Exp 
Supply Chain Director,Confidential,"Heliopolis, Cairo, Egypt",28 days ago,https://wuzzuf.net/jobs/p/8SllnoFF87hs-Supply-Chain-Director-Cairo-Egypt?o=113&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Logistics/Supply Chain  Manufacturing/Production  Purchasing/Procurement  Analysis  Chain Management  Data Analysis  Finance  Data Analytics  Management  Logistics, 10 - 19 Yrs of Exp 
Warehouse Management System Specialist,Breadfast,"Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/QXWDYD5CXRvQ-Warehouse-Management-System-Specialist-Breadfast-Cairo-Egypt?o=114&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Logistics/Supply Chain  Other  Analysis  Communication  Data Analysis  Warehouse Management System  Warehouse Management  Warehouse  Management  system, 3 - 5 Yrs of Exp 
Senior Business Analyst,Egabi FSI,"Sheraton, Cairo, Egypt",29 days ago,https://wuzzuf.net/jobs/p/01Aji4mpERVT-Senior-Business-Analyst-Egabi-FSI-Cairo-Egypt?o=115&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Analyst/Research  Engineering - Telecom/Technology  Business Analyst  Computer Science  Business Analysis  Information Technology (IT)  English  Data Analysis  Testing, 5 - 8 Yrs of Exp 
CFO - Cairo,Confidential,"Nasr City, Cairo, Egypt",29 days ago,https://wuzzuf.net/jobs/p/IoHjwIeOb9nr-CFO---Cairo-Cairo-Egypt?o=116&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Operations/Management  C-Level Executive/GM/Director  Financial Analysis  Financial Management  Accounting  Corporate  CFO  Data Analysis  Finance, 20+ Yrs of Exp 
Senior Power BI Developer,Ghassan Ahmed Alsulaiman for Electronic Services,"Maadi, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/FKWmL374XXrb-Senior-Power-BI-Developer-Ghassan-Ahmed-Alsulaiman-for-Electronic-Services-Cairo-Egypt?o=117&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  Engineering - Telecom/Technology  Information Technology (IT)  BI  Data  IT  OBIEE  ETL  Data Warehouse  Data Modeling, 5 - 6 Yrs of Exp 
Senior Power BI Developer,FlairsTech,"Maadi, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/JFlieOBFLppZ-Senior-Power-BI-Developer-FlairsTech-Cairo-Egypt?o=118&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Installation/Maintenance/Repair  IT/Software Development  Computer Science  BI  Data Warehouse  Engineering  ETL  Information Technology (IT)  Microsoft Power BI  Oracle, 4+ Yrs of Exp 
SQL Database Lead,Ibn Sina Pharma,"New Cairo, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/TJplJeepQbKZ-SQL-Database-Lead-Ibn-Sina-Pharma-Cairo-Egypt?o=119&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Installation/Maintenance/Repair  IT/Software Development  Engineering - Telecom/Technology  DBA  Computer Science  Database  SQL  Programming  Configuration  Archiving, 5 - 7 Yrs of Exp 
Quality Assurance Specialist,El Mohandess Print House,"10th of Ramadan City, Sharqia, Egypt",1 month ago,https://wuzzuf.net/jobs/p/bjMGzdBLZSWm-Quality-Assurance-Specialist-El-Mohandess-Print-House-Sharqia-Egypt?o=120&l=sp&t=sj&a=data |search-v3|navbg,Full Time, males_only  Manufacturing/Production  Quality  Quality Assurance  quality  QA  Manufacturing  ISO  Data  Science  MS Office, 1 - 3 Yrs of Exp 
iOS Developer (63D5A560),Confidential,"New Cairo, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/8VZ4OXNkcQ4V-iOS-Developer-63D5A560-Cairo-Egypt?o=121&l=sp&t=sj&a=data |search-v3|navbg,Full Time, IT/Software Development  iOS  Core Data  Core Animation  Software Development  Programming  iOS Development  Information Technology (IT)  RESTful  Swift, 2+ Yrs of Exp 
Accounting Manager,El Handasia for Engineering and Contracting,"Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/J2qOFxQ7Km03-Accounting-Manager-El-Handasia-for-Engineering-and-Contracting-Cairo-Egypt?o=122&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Accounting/Finance  Administration  Accounting  accounting data  Finance  Financial Accounting  Financial Management, 4 - 5 Yrs of Exp 
Tariff Analyst,Tripathon,"Nasr City, Cairo, Egypt",1 month ago,https://wuzzuf.net/jobs/p/t62tEV3UVH9o-Tariff-Analyst-Tripathon-Cairo-Egypt?o=123&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Analyst/Research  Tourism/Travel  Microsoft Excel  Data Entry  English  Communication  Microsoft Office, 0 - 1 Yrs of Exp 
Reservation Agent,TRAVCO GROUP,"Sheikh Zayed, Giza, Egypt",1 month ago,https://wuzzuf.net/jobs/p/k8AsQLdvQ80u-Reservation-Agent-TRAVCO-GROUP-Giza-Egypt?o=124&l=sp&t=sj&a=data |search-v3|navbg,Full Time, Customer Service/Support  Sales/Retail  Tourism/Travel  Communication skills  Customer Care  Customer Service  Customer Support  Data Entry  Hospitality  Management, 1 - 2 Yrs of Exp 
